tmdb_id,title,release_date,runtime,budget,revenue,cast,crew,countries,genres,production_companies
841038,El corrido del bato loco,2000-01-01,0,0,0,[],[],['MX'],[],[]
841034,No mataras... y yo he matado,2000-01-01,0,0,0,[],[],[],[],[]
840960,Solo para mujeres,2000-01-01,70,0,0,"['Sergio Mayer', 'Jorge Salinas', 'Raúl Magaña', 'Alexis Ayala', 'Eduardo Rivera', 'Germán Gutiérrez', 'Arturo Vázquez', 'Hugo Acosta', 'Juan Carlos Casasola', 'Chao']",['Antonio Acevedo'],[],"['Music', 'Romance', 'Documentary']",[]
840955,La camioneta gris 2,2000-01-01,0,0,0,[],[],[],[],[]
840942,Duelo de gatilleros,2000-01-01,0,0,0,[],[],[],[],[]
840935,El último de los cholos,2000-01-01,0,0,0,[],[],[],[],[]
840926,El chingón de Durango,2000-01-01,0,0,0,[],[],[],[],[]
839740,Hangman,2000-01-01,100,0,0,"['Peter Maxtone Graham', 'Vince Jolivette', 'Kate Walker', 'Kirk Westwood', 'Sam Lovett', 'Bari ALyse', 'Adam Pilver', 'Scott Malin', 'Cory Brusseau', 'Dana Cox']",['Ben Coltrane'],['US'],['Drama'],[]
838127,"Tarubi, l'arabe strait...",2000-01-01,0,0,0,"['Tarubi', 'Nico Le Phat Tan']",['Kim Chapiron'],['FR'],[],['Kourtrajmé']
837123,"Teddy, the Little Bear",2000-01-01,41,0,0,"['Armin Drogat', 'Georg Feils', 'Hanna Kandler', 'Simone Lang', 'Melanie Stephan', 'Rita Eischer']","['Roswitha Haas', 'Roswitha Haas', 'Ludwig Ickert', 'Ludwig Ickert']",['DE'],"['Animation', 'Family']",['Dingo Pictures']
836862,Secrets of the Dead: The Phoenicians,2000-01-01,51,0,0,['Piers Gibbon'],['Jill Marshall'],[],['Documentary'],[]
835074,Dracula: A Chamber Musical,2000-01-01,110,0,0,"['Juan Chioran', 'June Crowley', 'Amy Walsh', 'Roger Honeywell', 'Michael Fletcher', 'Shawn Wright', 'Benedict Campbell']","['Richard Ouzounian', 'Julian Lannaman', 'Douglas Paraschuk', 'Richard Ouzounian', 'Richard Ouzounian', 'Marek Norman', 'Richard Ouzounian']",[],"['Music', 'Drama', 'Horror', 'TV Movie']",[]
825893,Chain Reaction,2000-01-01,5,0,0,[],['Cao Fei'],['CN'],['Horror'],[]
824047,From Far Away,2000-01-01,6,0,0,['Jesse Vinet'],"['Serene El-haj Daoud', 'Jean-Baptiste Roger', 'Normand Roger', 'Gordon Hashimoto', 'Shira Avni', 'Michael Fukushima', 'Normand Roger', 'Serene El-haj Daoud', 'David Verrall', 'Isobel Marks']",['CA'],"['Animation', 'Drama']",['ONF | NFB']
820079,Balance,2000-01-01,168,0,0,['Chekha Dakpadorj'],['Hui Peng'],['CN'],['Documentary'],[]
819020,Agniputra,2000-01-01,122,0,0,"['Mithun Chakraborty', 'Asrani', 'Prem Chopra', 'Pinky Chinoy', 'Deepshika Nagpal']",[],['IN'],['Action'],[]
816341,G-SPrOuT!,2000-01-01,12,0,0,"['Mirha-Soleil Ross', 'Mark Karbusicky']","['Mark Karbusicky', 'Mirha-Soleil Ross']",['CA'],['Documentary'],[]
815787,El leon de la sierra,2000-01-01,102,0,0,"['Jorge Reynoso', 'Fernando Sáenz', ""Alfredo Gutiérrez 'El Turco'"", 'Esperanza Rendón', 'Emilio Montiel']","['Miguel Sauma', 'Delfino López', 'Francisco Javier López', 'Heriberto Garza', 'Juan Fuente', 'Luis Alvarez', 'Delfino López', 'Javier Montaño']",['MX'],[],[]
815679,Dos carteles,2000-01-01,86,0,0,"['Bernabé Melendrez', 'Mario Almada', 'Jorge Aldama', 'Jesús Navarro', 'Emilio Montiel', 'Alfonso Zayas Jr.', 'Jose Luis Rodriguez', 'Ana Navarro', 'Amador Granados', 'Emilio Franco']","['José Luis Vera', 'Rodrigo Lopezcarranza', 'Luis Álvarez', 'Bernabé Melendrez', 'José Luis Vera', 'Jesús Navarro', 'Jesús Navarro']",['MX'],[],[]
815633,Drogadicto,2000-01-01,0,0,0,"['Alexis Ayala', 'María Sorté', 'Ana Patricia Rojo']",[],[],[],[]
815632,Más cabrona que bonita,2000-01-01,0,0,0,"['Rosenda Bernal', 'David Fuentes', 'Maritza Conde']",['Miguel Sauma'],['MX'],[],['Tricomex Productions']
815581,El circo de Carlos y Raúl,2000-01-01,0,0,0,[],[],[],[],[]
815579,El encabronado,2000-01-01,90,0,0,['Vanessa del Rocío'],[],[],[],[]
815531,El mayor,2000-01-01,0,0,0,[],[],[],[],[]
815356,Mojadas en sangre,2000-01-01,0,0,0,"[""Roberto 'El Flaco' Guzmán"", 'Andrés García Jr.', 'Socorro Miranda', 'Natali Velasco', 'Mayte Carol', 'Alejandra Anaya']",['Christian González'],['MX'],[],[]
815351,El corrido de la Riata de Michoacán,2000-01-01,0,0,0,[],[],[],[],[]
815350,El psicópata y el candidato,2000-01-01,0,0,0,[],['Enrique Murillo'],['MX'],[],[]
815343,Estos vales son chingones,2000-01-01,0,0,0,[],[],[],[],[]
815340,La Cheyenne pesada,2000-01-01,0,0,0,[],[],[],[],[]
815339,Soy un bato chingon,2000-01-01,0,0,0,"['Agustín Bernal', 'Nayeli Maya', 'Julio Rasec']","['Agustín Bernal', 'Agustín Bernal']",['MX'],[],['JCFilms']
815338,La muerte de un valiente,2000-01-01,0,0,0,[],[],[],[],[]
815337,El Camaro negro,2000-01-01,0,0,0,"['Agustín Bernal', 'Luis Michel', 'Jorge Aldama', 'Yurith Valencia', 'José Luis Chávez']",['Agustín Bernal'],['MX'],['Drama'],[]
815334,Una tumba para dos hermanos,2000-01-01,0,0,0,"['Emilio Franco', 'Agustín Bernal', 'Irma Dorantes', 'Javier Olguin', 'Joel Navarro', 'Bernabé Melendrez']",[],[],[],[]
815327,Miseria maldita,2000-01-01,0,0,0,"['Agustín Bernal', 'Fernando Sáenz', 'José Luis Carol', 'Jorge Ortín']",['Agustín Bernal'],['MX'],[],['Aguirre Producciones S.A. de C.V.']
815321,Emboscada sangrienta,2000-01-01,0,0,0,[],[],[],[],[]
815320,Ajuste de cuentas,2000-01-01,0,0,0,[],[],[],[],[]
815318,Caceria de braceros,2000-01-01,0,0,0,[],[],[],[],[]
815312,El hombre de la marca,2000-01-01,0,0,0,[],[],[],[],[]
797019,Animated Epics: Moby Dick,2000-01-01,26,0,0,"['Tim Guinee', 'William Hootkins', 'William Hope', 'Hakeem Kae-Kazim', 'Burt Kwouk', 'Kerry Shale', 'Rod Steiger']","['Martin Lamb', 'Penélope Middleboe', 'Natalya Orlova', 'Natalia Demidova', 'Nigel Beaham-Powell', 'Bella Russell', 'Brian Sibley', 'Dmitry Novosyolov', 'Sergey Glagolev', 'Anatoliy Abarenov']","['RU', 'GB', 'US']",['Animation'],['Человек и время']
794114,"El bueno, la bomba y el malo",2000-01-01,88,0,0,"['Francisco Barrilado', 'Luis Beltrán', 'Eduardo Fajardo', 'Juan Fernández', 'Eddie Fowlie', 'José Galera Balazote', 'Antonio Isasi-Isasmendi', 'Placido Martínez', 'Joaquín Romero Marchent']","['Carles Prats', 'Manel Mayol']",['ES'],['Documentary'],['Media Park']
787819,A Jump from Here to There,2000-01-01,20,0,0,[],"['Dominique Jonard', 'Dominique Jonard', 'Dominique Jonard', 'Susana Ríos Szalay', 'Georgina Balzaretti', 'Víctor Zavala Kugler', 'Eduardo Solís Marín', 'Rodolfo Montenegro']","['MX', 'US']",['Animation'],"['Consejo Nacional para la Cultura y las Artes', 'Instituto Mexicano de Cinematografía', 'Background Productions']"
778076,The Threatened One,2000-01-01,4,0,0,[],['Signe Baumane'],[],['Animation'],['Signe Baumane Studio']
777093,Sans monde,2000-01-01,4,0,0,"['Stéphanie Granel', 'Damien Odoul']","['Damien Odoul', 'Pascale Granel', 'Gwénola Héaulme', 'Damien Odoul']",['FR'],[],['Damien Odoul Films']
776630,The Kennedys: The Curse of Power,2000-01-01,93,0,0,[],[],[],[],[]
771224,Splattenstein 2000,2000-01-01,0,0,0,"['Mikko Pohjola', 'Tony Reponen', 'Tapio Taipalus']","['Tony Reponen', 'Tapio Taipalus', 'Tony Reponen', 'Matias Ärje', 'Mikko Pohjola', 'Mikko Pohjola', 'Tapio Taipalus']",['FI'],"['Comedy', 'Horror']",['Sarastus Productions']
753781,Julie Strain: Supergoddess,2000-01-01,0,0,0,"['Julie Strain', 'Kevin Eastman', 'Arban Ornelas', 'Andy Sidaris']","['Jeffrey Schwarz', 'Jeffrey Schwarz']",[],[],[]
